,Unnamed: 0,City,CongregantUsers,Country,County,DaysOwned,LikesProduct,Deactivated,Denomination,DenominationalGroup,ID,OrganizationClass,PostalCode,Product,Purchased,StaffUsers,State,Status,StatusReason,TWA,Timeline,Unnamed: 0.1.1,UsingAccounting,UsingBackGroundChecks,UsingCheckin,UsingMinistrySmart,UsingMissionInsite,UsingMobileCheckin,UsingOnlineGiving,UsingOpenInvitationModel,UsingPathways,UsingRefreshWebsites,StateCleaned
782,782,Yuba City,50 <= CU < 200,US,Sutter,1432,True,False,Methodist - UMC,Methodist,AMQJXA0002NC,Church,95993-8638,Realm Connect,2018-07-02,12.0,CA,Active,,265.0,> 1200 days,782,True,False,False,False,False,False,True,True,True,False,CA
783,783,Killeen,N,US,Bell,56,True,False,Baptist - SBC,Baptist,AMQJXA0002NF,Church,76542-3296,Realm Connect,2022-04-08,,TX,Active,,2596.0,< 1 Yr,783,True,False,False,False,False,False,False,False,False,False,TX
784,784,Charlotte,200 <= CU,US,Mecklenburg,1216,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002NG,Church,28202-1623,Realm Connect,2019-02-03,39.0,NC,Active,,1928.0,> 1200 days,784,True,False,False,False,False,False,True,False,False,False,NC
785,785,St Petersburg,50 <= CU < 200,US,Pinellas,1452,True,False,Baptist - Conservative,Baptist,AMQJXA0002NJ,Church,33702-2139,Realm Connect,2018-06-12,6.0,FL,Active,,689.0,> 1200 days,785,True,False,False,False,True,False,True,False,True,False,FL
786,786,Statesville,N,US,Iredell,379,True,False,Baptist - SBC,Baptist,AMQJXA0002NO,Church,28677-5310,Realm Connect,2021-05-20,,NC,Active,,1565.0,365 <= days < 650,786,False,False,False,False,False,False,False,False,False,False,NC
787,787,Stone Mountain,CU < 50,US,DeKalb,960,True,False,Baptist - CBF,Baptist,AMQJXA0002NR,Church,30087-2307,Realm Connect,2019-10-17,20.0,GA,Active,,2100.0,820 <= days < 1200,787,True,True,False,True,True,False,True,False,False,False,GA
788,788,Paducah,N,US,McCracken,913,False,True,Episcopal,Episcopal and Anglican,AMQJXA0002O3,Church,42001-6887,Realm Connect,2019-12-03,,KY,Not Using,DownGraded,315.0,820 <= days < 1200,788,False,False,False,False,False,False,False,False,False,False,KY
789,789,Mineral Wells,N,US,Palo Pinto,399,True,False,Baptist - SBC,Baptist,AMQJXA0002O4,Church,76067-8524,Realm Connect,2021-04-30,,TX,Active,,618.0,365 <= days < 650,789,False,False,False,False,False,False,False,False,False,False,TX
790,790,Huntingdon,50 <= CU < 200,US,Carroll,1226,True,False,Baptist - SBC,Baptist,AMQJXA0002O5,Church,38344-3609,Realm Connect,2019-01-24,8.0,TN,Active,,1140.0,> 1200 days,790,True,False,True,False,False,False,True,True,False,False,TN
791,791,Murfreesboro,50 <= CU < 200,US,Rutherford,1634,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002O8,Church,37130-3717,Realm Connect,2017-12-12,19.0,TN,Active,,800.0,> 1200 days,791,True,False,False,False,False,False,True,False,True,False,TN
792,792,Evansville,CU < 50,US,Vanderburgh,1094,True,False,Baptist - American,Baptist,AMQJXA0002OB,Church,47713-1245,Realm Inform,2019-06-05,3.0,IN,Active,,761.0,820 <= days < 1200,792,True,False,False,False,False,False,False,False,False,False,IN
793,793,Woodruff,CU < 50,US,Spartanburg,651,True,False,Baptist - SBC,Baptist,AMQJXA0002OG,Church,29388-9654,Realm Connect,2020-08-21,4.0,SC,Active,,750.0,Covid Purchase,793,True,False,False,False,True,False,False,False,False,False,SC
794,794,McDonough,CU < 50,US,Henry,1093,True,False,Methodist - UMC,Methodist,AMQJXA0002OK,Church,30253-3322,Realm Connect,2019-06-06,4.0,GA,Active,,900.0,820 <= days < 1200,794,True,False,False,False,True,False,True,False,False,False,GA
795,795,Calhoun,CU < 50,US,Gordon,819,True,False,Methodist - UMC,Methodist,AMQJXA0002OP,Church,30701-1929,Realm Connect,2020-03-06,8.0,GA,Active,,998.0,Covid Purchase,795,True,False,False,False,True,False,False,False,False,False,GA
796,796,Fort Mill,CU < 50,US,York,1180,True,False,Baptist - SBC,Baptist,AMQJXA0002OZ,Church,29715-2125,Realm Connect,2019-03-11,9.0,SC,Active,,1055.0,820 <= days < 1200,796,True,False,True,False,False,False,True,False,False,False,SC
797,797,Troutville,N,US,Botetourt,331,True,False,Non - Denominational,Non - Denominational,AMQJXA0002P6,Non Profit Org Faith Based,24175-6349,Realm Inform,2021-07-07,,VA,Active,,3000.0,< 1 Yr,797,False,False,False,False,False,False,False,False,False,False,VA
798,798,San Angelo,CU < 50,US,Tom Green,1326,True,False,Baptist - SBC,Baptist,AMQJXA0002PI,Church,76901-5619,Realm Inform,2018-10-16,6.0,TX,Active,,1760.0,> 1200 days,798,False,False,False,False,False,False,True,False,False,False,TX
799,799,North Richland Hills,200 <= CU,US,Tarrant,546,True,False,Baptist - SBC,Baptist,AMQJXA0002PJ,Church,76180-8807,Realm Multiply,2020-12-04,40.0,TX,Active,,5205.0,365 <= days < 650,799,True,False,True,False,False,False,True,False,False,False,TX
800,800,High Springs,50 <= CU < 200,US,Alachua,1157,True,False,Baptist - SBC,Baptist,AMQJXA0002PR,Church,32643-7205,Realm Connect,2019-04-03,12.0,FL,Active,,1082.0,820 <= days < 1200,800,True,False,True,False,False,False,True,False,True,False,FL
801,801,Easley,CU < 50,US,Pickens,1675,True,False,Baptist - SBC,Baptist,AMQJXA0002PS,Church,29640-7398,Realm Inform,2017-11-01,1.0,SC,Active,,638.0,> 1200 days,801,True,False,False,False,False,False,True,False,False,False,SC
802,802,Dallas,50 <= CU < 200,US,Dallas,296,True,False,Methodist - UMC,Methodist,AMQJXA0002QC,Church,75225-5403,Realm Multiply,2021-08-11,17.0,TX,Active,,1600.0,< 1 Yr,802,True,False,True,False,True,False,False,False,False,False,TX
803,803,Fort Worth,N,US,Tarrant,147,True,False,Baptist - SBC,Baptist,AMQJXA0002QK,Church,76164-6820,Realm Connect,2022-01-07,,TX,Active,,1600.0,< 1 Yr,803,False,False,False,False,False,False,False,False,False,False,TX
804,804,Corpus Christi,CU < 50,US,Nueces,1400,True,False,Baptist - SBC,Baptist,AMQJXA0002QP,Church,78410-4699,Realm Connect,2018-08-03,4.0,TX,Active,,800.0,> 1200 days,804,False,False,False,False,False,False,False,True,False,False,TX
805,805,Monroe,N,US,Walton,87,True,False,Non - Denominational,Non - Denominational,AMQJXA0002QR,Church,30655-5765,Realm Connect,2022-03-08,,GA,Active,,2700.0,< 1 Yr,805,False,False,False,False,False,False,False,False,False,False,GA
806,806,Lake Placid,CU < 50,US,Highlands,1296,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002QX,Church,33852-8910,Realm Connect,2018-11-15,3.0,FL,Active,,230.0,> 1200 days,806,True,False,False,False,False,False,False,False,False,False,FL
807,807,Hodgenville,CU < 50,US,Larue,1663,True,False,Baptist - SBC,Baptist,AMQJXA0002R7,Church,42748-1845,Realm Connect,2017-11-13,5.0,KY,Active,,400.0,> 1200 days,807,True,False,False,False,False,False,True,False,False,False,KY
808,808,Fayetteville,CU < 50,US,Fayette,1501,True,False,Baptist - SBC,Baptist,AMQJXA0002RP,Church,30215-5724,Realm Inform,2018-04-24,8.0,GA,Active,,350.0,> 1200 days,808,False,False,False,False,True,False,False,False,False,False,GA
809,809,Venice,N,US,Sarasota,99,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002RX,Church,34285-2826,Realm Connect,2022-02-24,,FL,Active,,750.0,< 1 Yr,809,False,False,False,False,False,False,False,False,False,False,FL
810,810,Wichita,N,US,Sedgwick,1675,False,True,Baptist - SBC,Baptist,AMQJXA0002RZ,Church,67211-3189,Realm Connect,2017-11-01,,KS,Return,Not satisfied with software,4971.0,> 1200 days,810,False,False,False,False,False,False,False,False,False,False,KS
811,811,Springfield,50 <= CU < 200,US,Fairfax,932,True,False,Baptist - SBC,Baptist,AMQJXA0002S0,Church,22152-1881,Realm Connect,2019-11-14,7.0,VA,Active,,300.0,820 <= days < 1200,811,False,False,False,False,False,False,True,False,False,False,VA
812,812,Denton,CU < 50,US,Denton,1934,True,False,Baptist - SBC,Baptist,AMQJXA0002S5,Church,76201-2447,Realm Inform,2017-02-15,10.0,TX,Active,,150.0,> 1200 days,812,False,False,False,False,False,False,True,True,False,False,TX
813,813,Lake Charles,200 <= CU,US,Calcasieu,1480,True,False,Baptist - SBC,Baptist,AMQJXA0002S6,Church,70605-2519,Realm Connect,2018-05-15,12.0,LA,Active,,790.0,> 1200 days,813,True,False,False,False,False,False,True,False,False,False,LA
814,814,Garner,N,US,Wake,206,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002SB,Church,27529-4214,Realm Connect,2021-11-09,,NC,Active,,246.0,< 1 Yr,814,False,False,False,False,False,False,False,False,False,False,NC
815,815,Virginia Beach,200 <= CU,US,Virginia Beach City,1169,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002SG,Church,23451-2763,Realm Connect,2019-03-22,17.0,VA,Active,,992.0,820 <= days < 1200,815,True,False,False,False,False,False,True,False,False,False,VA
816,816,Mesquite,CU < 50,US,Dallas,940,True,False,Baptist - SBC,Baptist,AMQJXA0002SO,Church,75150-6921,Realm Connect,2019-11-06,3.0,TX,Active,,846.0,820 <= days < 1200,816,True,False,False,False,False,False,True,False,False,False,TX
817,817,Belton,50 <= CU < 200,US,,1858,True,False,Baptist - SBC,Baptist,AMQJXA0002SQ,Church,76513,Realm Connect,2017-05-02,11.0,TX,Active,,1300.0,> 1200 days,817,True,False,True,False,False,False,True,True,True,False,TX
818,818,Memphis,N,US,Shelby,1170,False,True,Baptist - SBC,Baptist,AMQJXA0002ST,Church,38127-4312,Realm Inform,2019-03-21,,TN,Not Using,Closed Doors/Merged,1250.0,820 <= days < 1200,818,False,False,False,False,False,False,False,False,False,False,TN
819,819,Laurel,50 <= CU < 200,US,Jones,1585,True,False,Baptist - SBC,Baptist,AMQJXA0002SV,Church,39440-3426,Realm Connect,2018-01-30,11.0,MS,Active,,1600.0,> 1200 days,819,True,False,False,False,False,False,True,True,False,False,MS
820,820,Austin,200 <= CU,US,Travis,688,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002T5,Church,78759-8615,Realm Multiply,2020-07-15,13.0,TX,Active,,1300.0,Covid Purchase,820,True,False,False,False,True,False,True,False,False,False,TX
821,821,Jacksonville,N,US,Duval,1177,False,True,Jewish - Conservative,Other,AMQJXA0002T6,Church,32257-5955,Realm Connect,2019-03-14,,FL,Not Using,No Longer Needed,1000.0,820 <= days < 1200,821,True,False,False,False,False,False,False,False,False,False,FL
822,822,Benton,200 <= CU,US,Bossier,618,True,False,Baptist - SBC,Baptist,AMQJXA0002TA,Church,71006-9712,Realm Connect,2020-09-23,27.0,LA,Active,,2000.0,365 <= days < 650,822,True,False,True,False,False,False,True,False,False,False,LA
823,823,Lookout Mountain,200 <= CU,US,Hamilton,1274,True,False,Presbyterian - PCA,Presbyterian,AMQJXA0002TD,Church,37350-1206,Realm Connect,2018-12-07,51.0,TN,Active,,1500.0,> 1200 days,823,False,False,False,False,False,True,True,False,False,False,TN
824,824,Madison,50 <= CU < 200,US,Madison,498,True,False,Baptist - SBC,Baptist,AMQJXA0002TE,Church,35758-6402,Realm Connect,2021-01-21,7.0,AL,Active,,756.0,365 <= days < 650,824,False,False,False,True,False,False,True,False,False,False,AL
825,825,Bradenton,CU < 50,US,Manatee,1015,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002TG,Church,34207-4800,Realm Connect,2019-08-23,2.0,FL,Active,,80.0,820 <= days < 1200,825,True,False,False,False,False,False,False,False,False,False,FL
826,826,Mullins,50 <= CU < 200,US,Marion,1234,True,False,Baptist - SBC,Baptist,AMQJXA0002TJ,Church,29574-2613,Realm Connect,2019-01-16,6.0,SC,Active,,1200.0,> 1200 days,826,False,False,False,False,False,False,True,False,False,False,SC
827,827,Philadelphia,CU < 50,US,Philadelphia,200,True,False,Baptist - Independent,Baptist,AMQJXA0002TV,Church,19131-4620,Realm Multiply,2021-11-15,18.0,PA,Active,,4000.0,< 1 Yr,827,True,False,False,True,False,False,False,False,False,False,PA
828,828,Falls Church,200 <= CU,US,,1507,True,False,Anglican,Episcopal and Anglican,AMQJXA0002TZ,Church,22046-2936,Realm Multiply,2018-04-18,47.0,VA,Active,,5223.0,> 1200 days,828,True,False,True,True,False,False,True,False,True,False,VA
829,829,Rome,50 <= CU < 200,US,Floyd,1575,True,False,Baptist - SBC,Baptist,AMQJXA0002U4,Church,30161-8948,Realm Connect,2018-02-09,15.0,GA,Active,,869.0,> 1200 days,829,True,False,False,False,True,True,True,True,False,False,GA
830,830,Stone Mountain,50 <= CU < 200,US,DeKalb,800,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002U5,Church,30086-1087,Realm Connect,2020-03-25,8.0,GA,Active,,230.0,Covid Purchase,830,True,False,False,False,False,False,True,False,False,False,GA
831,831,Peachtree City,200 <= CU,US,Fayette,1081,True,False,Baptist - SBC,Baptist,AMQJXA0002UR,Church,30269-1624,Realm Connect,2019-06-18,61.0,GA,Active,,2649.0,820 <= days < 1200,831,True,False,True,False,True,False,True,False,False,False,GA
832,832,Dunwoody,200 <= CU,US,DeKalb,1463,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002V5,Church,30338-4617,Realm Connect,2018-06-01,14.0,GA,Active,,784.0,> 1200 days,832,True,False,True,False,False,False,True,True,False,False,GA
833,833,Opelika,200 <= CU,US,Lee,1701,False,True,Baptist - SBC,Baptist,AMQJXA0002V8,Church,36801-4943,Realm Multiply,2017-10-06,36.0,AL,Not Using,Product,3663.0,> 1200 days,833,True,False,False,False,False,False,True,False,True,False,AL
834,834,Texarkana,CU < 50,US,Miller,1409,True,False,Baptist - SBC,Baptist,AMQJXA0002VF,Church,71854-5312,Realm Connect,2018-07-25,9.0,AR,Active,,2300.0,> 1200 days,834,False,False,True,False,False,False,True,False,False,False,AR
835,835,Prattville,CU < 50,US,Autauga,1164,True,False,Baptist - SBC,Baptist,AMQJXA0002VI,Church,36066-1921,Realm Connect,2019-03-27,13.0,AL,Active,,1700.0,820 <= days < 1200,835,True,False,True,False,False,False,True,False,False,False,AL
836,836,Lake Oswego,50 <= CU < 200,US,Clackamas,1424,True,False,Presbyterian,Presbyterian,AMQJXA0002VV,Church,97035-4318,Realm Multiply,2018-07-10,26.0,OR,Active,,1200.0,> 1200 days,836,True,False,True,False,True,False,True,False,False,False,OR
837,837,Athens,CU < 50,US,McMinn,703,True,False,Baptist - SBC,Baptist,AMQJXA0002VY,Church,37303-3662,Realm Connect,2020-06-30,10.0,TN,Active,,1450.0,Covid Purchase,837,True,False,True,True,False,True,True,False,False,False,TN
838,838,Wagoner,CU < 50,US,Wagoner,470,True,False,Baptist - SBC,Baptist,AMQJXA0002WD,Church,74467-4413,Realm Connect,2021-02-18,3.0,OK,Active,,1000.0,365 <= days < 650,838,False,False,False,True,False,False,False,False,False,False,OK
839,839,Washington Boro,N,US,Lancaster,326,True,False,Church of God in Christ,Church of God in Christ,AMQJXA0002WK,Church,17582-9629,Realm Connect,2021-07-12,,PA,Active,,350.0,< 1 Yr,839,False,False,False,False,False,False,False,False,False,False,PA
840,840,Richardson,CU < 50,US,Dallas,1107,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002WO,Church,75081-6050,Realm Connect,2019-05-23,7.0,TX,Active,,475.0,820 <= days < 1200,840,True,False,False,False,True,False,False,False,False,False,TX
841,841,Hope,CU < 50,US,Hempstead,1498,True,False,Baptist - SBC,Baptist,AMQJXA0002WP,Church,71801-5202,Realm Connect,2018-04-27,2.0,AR,Active,,1328.0,> 1200 days,841,True,False,True,False,False,False,False,False,False,False,AR
842,842,Lexington,50 <= CU < 200,US,Lexington City,1432,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002WY,Church,24450-2316,Realm Connect,2018-07-02,16.0,VA,Active,,600.0,> 1200 days,842,True,False,False,False,False,False,True,False,False,False,VA
843,843,Odessa,CU < 50,US,Ector,1221,True,False,Baptist - SBC,Baptist,AMQJXA0002X3,Church,79763-3508,Realm Inform,2019-01-29,1.0,TX,Active,,374.0,> 1200 days,843,False,False,False,False,False,False,False,False,False,False,TX
844,844,Cary,200 <= CU,US,Wake,710,True,False,Baptist - SBC,Baptist,AMQJXA0002XA,Church,27511-3396,Realm Connect,2020-06-23,37.0,NC,Active,,1104.0,Covid Purchase,844,True,False,False,True,True,False,True,False,False,False,NC
845,845,Fayetteville,50 <= CU < 200,US,Fayette,583,True,False,Baptist - SBC,Baptist,AMQJXA0002XC,Church,30214-4330,Realm Connect,2020-10-28,9.0,GA,Active,,1372.0,365 <= days < 650,845,True,False,True,True,True,False,True,False,False,False,GA
846,846,Columbia,N,US,Richland,36,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002XG,Church,29206-2198,Realm Connect,2022-04-28,,SC,Active,,600.0,< 1 Yr,846,False,False,False,False,False,False,False,False,False,False,SC
847,847,Thomasville,50 <= CU < 200,US,Thomas,1409,True,False,Baptist - SBC,Baptist,AMQJXA0002XS,Church,31792-5115,Realm Connect,2018-07-25,13.0,GA,Active,,2700.0,> 1200 days,847,True,False,False,False,False,False,True,False,True,False,GA
848,848,Rome,200 <= CU,US,Floyd,428,True,False,Baptist - SBC,Baptist,AMQJXA0002XW,Church,30165-7764,Realm Multiply,2021-04-01,10.0,GA,Active,,900.0,365 <= days < 650,848,True,False,True,False,True,False,False,False,False,False,GA
849,849,Orlando,N,US,Orange,213,True,False,Non - Denominational,Non - Denominational,AMQJXA0002Y3,Church,32805-5729,Realm Inform,2021-11-02,,FL,Active,,300.0,< 1 Yr,849,False,False,False,False,False,False,False,False,False,False,FL
850,850,Moore,CU < 50,US,Spartanburg,780,True,False,Baptist - SBC,Baptist,AMQJXA0002Y6,Church,29369-9145,Realm Connect,2020-04-14,6.0,SC,Active,,415.0,Covid Purchase,850,False,False,False,False,False,False,True,True,False,False,SC
851,851,Bonita Springs,50 <= CU < 200,US,Lee,793,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002Y7,Church,34135-4628,Realm Connect,2020-04-01,7.0,FL,Active,,400.0,Covid Purchase,851,True,False,False,False,True,False,True,False,False,False,FL
852,852,Lexington,CU < 50,US,Lexington,1474,True,False,Baptist - SBC,Baptist,AMQJXA0002Y9,Church,29072-8321,Realm Connect,2018-05-21,9.0,SC,Active,,900.0,> 1200 days,852,True,False,False,False,True,False,True,False,True,False,SC
853,853,Louisville,CU < 50,US,Jefferson,1449,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002YC,Church,40203-2115,Realm Inform,2018-06-15,4.0,KY,Active,,450.0,> 1200 days,853,False,False,False,False,False,False,False,False,False,False,KY
854,854,McLean,CU < 50,US,Fairfax,1752,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0002YK,Church,22101-1833,Realm Connect,2017-08-16,12.0,VA,Active,,700.0,> 1200 days,854,True,False,False,False,True,False,False,False,False,False,VA
855,855,Cleveland,50 <= CU < 200,US,Bradley,716,True,False,Baptist - SBC,Baptist,AMQJXA0002Z3,Church,37312-1808,Realm Connect,2020-06-17,25.0,TN,Active,,980.0,Covid Purchase,855,True,False,True,True,False,False,True,False,False,False,TN
856,856,Winder,N,US,Barrow,172,True,False,Baptist - SBC,Baptist,AMQJXA0002Z4,Church,30680-3646,Realm Connect,2021-12-13,,GA,Active,,1752.0,< 1 Yr,856,True,False,False,False,True,False,False,False,False,False,GA
857,857,Broken Arrow,N,US,Tulsa,1820,False,True,Baptist - SBC,Baptist,AMQJXA0002Z5,Church,74012-1154,Realm Multiply,2017-06-09,,OK,Not Using,Product,3300.0,> 1200 days,857,False,False,False,False,False,False,False,False,False,False,OK
858,858,Princeton,CU < 50,US,,1929,True,False,Baptist - SBC,Baptist,AMQJXA0002Z9,Church,75407-6652,Realm Connect,2017-02-20,6.0,TX,Active,,320.0,> 1200 days,858,False,False,True,False,False,False,True,False,False,False,TX
859,859,Danville,CU < 50,US,Pittsylvania,1233,True,False,Baptist - SBC,Baptist,AMQJXA0002ZF,Church,24540-1430,Realm Inform,2019-01-17,1.0,VA,Active,,175.0,> 1200 days,859,True,False,False,False,False,False,False,False,False,False,VA
860,860,Malvern,N,US,Chester,135,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002ZH,Church,19355-8791,Realm Connect,2022-01-19,,PA,Active,,500.0,< 1 Yr,860,False,False,False,False,False,False,False,False,False,False,PA
861,861,Albia,N,US,Monroe,472,True,False,Methodist - UMC,Methodist,AMQJXA0002ZK,Church,52531-2211,Realm Inform,2021-02-16,,IA,Active,,900.0,365 <= days < 650,861,False,False,False,False,False,False,False,False,False,False,IA
862,862,Richmond,CU < 50,US,Richmond City,512,True,False,Baptist - SBC,Baptist,AMQJXA0002ZO,Church,23223-6747,Realm Inform,2021-01-07,1.0,VA,Active,,170.0,365 <= days < 650,862,True,False,False,False,False,False,False,False,False,False,VA
863,863,Richmond,50 <= CU < 200,US,Henrico,906,True,False,Episcopal,Episcopal and Anglican,AMQJXA0002ZP,Church,23229-8303,Realm Connect,2019-12-10,4.0,VA,Active,,980.0,820 <= days < 1200,863,False,False,False,False,False,False,True,False,False,False,VA
864,864,Towson,CU < 50,US,Baltimore,954,True,False,Baptist - American,Baptist,AMQJXA0002ZR,Church,21204-4518,Realm Inform,2019-10-23,1.0,MD,Active,,220.0,820 <= days < 1200,864,False,False,False,False,False,False,False,False,False,False,MD
865,865,Spartanburg,50 <= CU < 200,US,Spartanburg,1603,True,False,Baptist - SBC,Baptist,AMQJXA0002ZW,Church,29303-2245,Realm Connect,2018-01-12,4.0,SC,Active,,475.0,> 1200 days,865,True,False,False,False,False,False,True,False,False,False,SC
866,866,Monroe,N,US,Walton,772,False,True,Episcopal,Episcopal and Anglican,AMQJXA0002ZX,Church,30655-1844,Realm Inform,2020-04-22,,GA,Not Using,Financial,0.0,Covid Purchase,866,False,False,False,False,False,False,False,False,False,False,GA
867,867,Baton Rouge,CU < 50,US,East Baton Rouge,1004,True,False,Baptist - SBC,Baptist,AMQJXA00030C,Church,70817-7304,Realm Connect,2019-09-03,6.0,LA,Active,,155.0,820 <= days < 1200,867,False,False,True,False,False,False,True,False,False,False,LA
868,868,Snyder,CU < 50,US,Scurry,1666,True,False,Baptist - SBC,Baptist,AMQJXA00030L,Church,79549-2631,Realm Connect,2017-11-10,5.0,TX,Active,,1500.0,> 1200 days,868,False,False,True,False,False,True,False,False,False,False,TX
869,869,Richmond,CU < 50,US,Henrico,1954,True,False,Baptist - CBF,Baptist,AMQJXA00030M,Church,23227-1919,Realm Connect,2017-01-26,7.0,VA,Active,,75.0,> 1200 days,869,True,False,False,False,False,False,True,False,False,False,VA
870,870,Dallas,200 <= CU,US,Dallas,1388,True,False,Unitarian,Other,AMQJXA000313,Church,75205-1750,Realm Multiply,2018-08-15,20.0,TX,Active,,1061.0,> 1200 days,870,True,False,True,False,False,False,True,False,True,False,TX
871,871,Matthews,CU < 50,US,Mecklenburg,1131,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA000318,Church,28105-5367,Realm Connect,2019-04-29,5.0,NC,Active,,388.0,820 <= days < 1200,871,True,False,False,False,False,False,True,False,False,False,NC
872,872,Matthews,200 <= CU,US,Mecklenburg,708,True,False,Methodist - UMC,Methodist,AMQJXA000319,Church,28105-5864,Realm Multiply,2020-06-25,36.0,NC,Active,,3800.0,Covid Purchase,872,True,True,True,False,True,False,True,False,False,False,NC
873,873,Petal,50 <= CU < 200,US,Forrest,1222,True,False,Baptist - SBC,Baptist,AMQJXA00031C,Church,39465-2236,Realm Connect,2019-01-28,7.0,MS,Active,,1400.0,> 1200 days,873,True,False,True,False,False,False,True,False,False,False,MS
874,874,Oklahoma City,N,US,Oklahoma,1130,False,True,Baptist - SBC,Baptist,AMQJXA00031G,Church,73162-2797,Realm Connect,2019-04-30,,OK,Not Using,No Longer Needed,950.0,820 <= days < 1200,874,True,False,False,False,False,False,False,False,False,False,OK
875,875,Dandridge,50 <= CU < 200,US,Jefferson,1592,True,False,Baptist - SBC,Baptist,AMQJXA000322,Church,37725-4626,Realm Connect,2018-01-23,12.0,TN,Active,,1500.0,> 1200 days,875,True,False,True,False,False,False,True,False,True,False,TN
876,876,Louisville,N,US,Jefferson,785,False,True,Baptist - SBC,Baptist,AMQJXA00032C,Church,40222-5300,Realm Connect,2020-04-09,,KY,Not Using,No Longer Needed,700.0,Covid Purchase,876,True,False,False,False,False,False,False,False,False,False,KY
877,877,Picayune,CU < 50,US,Pearl River,606,True,False,Baptist - SBC,Baptist,AMQJXA00032F,Church,39466-3364,Realm Connect,2020-10-05,11.0,MS,Active,,2236.0,365 <= days < 650,877,True,False,True,True,False,True,True,False,False,False,MS
878,878,Greenville,CU < 50,US,Greenville,690,True,False,Baptist - SBC,Baptist,AMQJXA00032T,Church,29609-5423,Realm Connect,2020-07-13,8.0,SC,Active,,300.0,Covid Purchase,878,False,False,False,False,True,False,False,False,False,False,SC
879,879,Oklahoma City,CU < 50,US,Oklahoma,872,True,False,Baptist - SBC,Baptist,AMQJXA00032V,Church,73115-3421,Realm Connect,2020-01-13,16.0,OK,Active,,700.0,820 <= days < 1200,879,True,True,False,False,False,False,False,False,False,False,OK
880,880,Kingsport,N,US,Sullivan,1677,False,True,Baptist - SBC,Baptist,AMQJXA00032X,Church,37660-3691,Realm Multiply,2017-10-30,,TN,Not Using,Product,1500.0,> 1200 days,880,False,False,False,False,False,False,False,False,False,False,TN
881,881,Killeen,N,US,Bell,73,True,False,Baptist - SBC,Baptist,AMQJXA000334,Church,76543-4095,Realm Connect,2022-03-22,,TX,Active,,275.0,< 1 Yr,881,False,False,False,False,False,False,False,False,False,False,TX
882,882,Knoxville,CU < 50,US,Knox,1254,True,False,Baptist - SBC,Baptist,AMQJXA00033B,Church,37918-1800,Realm Inform,2018-12-27,6.0,TN,Active,,500.0,> 1200 days,882,True,False,False,False,False,False,False,False,False,False,TN
883,883,Atlanta,50 <= CU < 200,US,Fulton,1638,True,False,Baptist - Progressive National,Baptist,AMQJXA00033L,Church,30312-1724,Realm Connect,2017-12-08,5.0,GA,Active,,400.0,> 1200 days,883,False,False,False,False,False,False,False,False,True,False,GA
884,884,Danville,CU < 50,US,Boyle,1316,True,False,Baptist - SBC,Baptist,AMQJXA00033R,Church,40422-1398,Realm Connect,2018-10-26,1.0,KY,Active,,250.0,> 1200 days,884,False,False,False,False,False,False,False,False,False,False,KY
885,885,Lawrence,N,US,Douglas,449,True,False,Presbyterian - EPC,Presbyterian,AMQJXA00033W,Church,66049-9046,Realm Connect,2021-03-11,,KS,Active,,450.0,365 <= days < 650,885,True,False,True,False,False,False,False,False,False,False,KS
886,886,Franklin,CU < 50,US,Williamson,1185,True,False,Baptist - SBC,Baptist,AMQJXA00033Z,Church,37069-6220,Realm Connect,2019-03-06,7.0,TN,Active,,400.0,820 <= days < 1200,886,False,False,False,False,False,False,True,False,False,False,TN
887,887,Tulsa,200 <= CU,US,Tulsa,821,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA000345,Church,74119-1629,Realm Connect,2020-03-04,34.0,OK,Active,,2669.0,820 <= days < 1200,887,True,False,True,False,True,True,True,False,False,False,OK
888,888,Gastonia,N,US,Gaston,1319,False,True,Baptist - SBC,Baptist,AMQJXA000346,Church,28052-6293,Realm Inform,2018-10-23,,NC,Not Using,Product,480.0,> 1200 days,888,False,False,False,False,False,False,False,False,False,False,NC
889,889,Channelview,CU < 50,US,Harris,653,True,False,Assembly of God,Assembly of God,AMQJXA00034A,Church,77530-4216,Realm Inform,2020-08-19,4.0,TX,Active,,60.0,Covid Purchase,889,True,False,False,True,False,False,False,False,False,False,TX
