,Unnamed: 0,City,CongregantUsers,Country,County,DaysOwned,LikesProduct,Deactivated,Denomination,DenominationalGroup,ID,OrganizationClass,PostalCode,Product,Purchased,StaffUsers,State,Status,StatusReason,TWA,Timeline,Unnamed: 0.1.1,UsingAccounting,UsingBackGroundChecks,UsingCheckin,UsingMinistrySmart,UsingMissionInsite,UsingMobileCheckin,UsingOnlineGiving,UsingOpenInvitationModel,UsingPathways,UsingRefreshWebsites,StateCleaned
5186,5186,Rancho Cordova,CU < 50,US,Sacramento,1275,True,False,Episcopal,Episcopal and Anglican,AMQJXA005T5T,Church,95670-4953,Realm Connect,2018-12-06,6.0,CA,Active,,0.0,> 1200 days,5186,False,False,False,False,False,False,True,False,False,False,CA
5187,5187,Colfax,CU < 50,US,,956,True,False,Assembly of God,Assembly of God,AMQJXA005T8E,Church,95713,Realm Connect,2019-10-21,4.0,CA,Active,,0.0,820 <= days < 1200,5187,False,False,False,False,False,False,False,False,False,False,CA
5188,5188,Woodland,CU < 50,US,Yolo,1134,True,False,Pentecostal,Pentecostal,AMQJXA005T95,Church,95776-0401,Realm Inform,2019-04-26,1.0,CA,Active,,0.0,820 <= days < 1200,5188,True,False,False,False,False,False,False,False,False,False,CA
5189,5189,Oroville,CU < 50,US,Butte,1843,True,False,Church of God in Christ,Church of God in Christ,AMQJXA005THD,Church,95966-6608,Realm Connect,2017-05-17,3.0,CA,Active,,0.0,> 1200 days,5189,True,False,False,False,False,False,True,True,False,False,CA
5190,5190,Greenville,N,US,Hunt,276,True,False,Non - Denominational,Non - Denominational,AMQJXA005TPO,Church,75402-3834,Realm Connect,2021-08-31,,TX,Active,,0.0,< 1 Yr,5190,False,False,False,False,False,False,False,False,False,False,TX
5191,5191,Saint Helena,CU < 50,US,Napa,1204,True,False,Episcopal,Episcopal and Anglican,AMQJXA005TTK,Church,94574-2050,Realm Connect,2019-02-15,8.0,CA,Active,,0.0,> 1200 days,5191,False,False,False,False,False,False,True,False,False,False,CA
5192,5192,Caldwell,N,US,Burleson,119,True,False,Baptist,Baptist,AMQJXA005UEN,Church,77836-0687,Realm Connect,2022-02-04,,TX,Active,,0.0,< 1 Yr,5192,False,False,False,False,False,False,False,False,False,False,TX
5193,5193,Granbury,CU < 50,US,Hood,1571,True,False,Episcopal,Episcopal and Anglican,AMQJXA005V6V,Church,76048-0232,Realm Inform,2018-02-13,3.0,TX,Active,,0.0,> 1200 days,5193,True,False,False,False,False,False,True,False,False,False,TX
5194,5194,Hurst,CU < 50,US,Tarrant,602,True,False,Non - Denominational,Non - Denominational,AMQJXA005VQY,Church,76053-6902,Realm Connect,2020-10-09,2.0,TX,Active,,0.0,365 <= days < 650,5194,True,False,False,False,False,False,False,False,False,False,TX
5195,5195,Wilmington,N,US,Los Angeles,408,True,False,Baptist - Independent,Baptist,AMQJXA005W29,Church,90744-2016,Realm Inform,2021-04-21,,CA,Active,,0.0,365 <= days < 650,5195,False,False,False,False,False,False,False,False,False,False,CA
5196,5196,San Diego,CU < 50,US,San Diego,589,True,False,Episcopal,Episcopal and Anglican,AMQJXA005W2Y,Church,92109-4161,Realm Connect,2020-10-22,8.0,CA,Active,,0.0,365 <= days < 650,5196,True,False,False,False,False,False,False,False,False,False,CA
5197,5197,Sebastopol,CU < 50,US,Sonoma,877,True,False,Episcopal,Episcopal and Anglican,AMQJXA005W55,Church,95472-4110,Realm Inform,2020-01-08,1.0,CA,Active,,0.0,820 <= days < 1200,5197,False,False,False,False,False,False,False,False,False,False,CA
5198,5198,Fortuna,CU < 50,US,Humboldt,1521,True,False,Episcopal,Episcopal and Anglican,AMQJXA005W59,Church,95540-2415,Realm Inform,2018-04-04,3.0,CA,Active,,0.0,> 1200 days,5198,False,False,False,False,False,False,True,False,False,False,CA
5199,5199,Columbus,CU < 50,US,Colorado,1228,True,False,Undetermined,Other,AMQJXA005WD6,Non Profit Org Faith Based,78934-4911,Realm Connect,2019-01-22,8.0,TX,Active,,0.0,> 1200 days,5199,True,False,False,False,False,False,False,False,True,False,TX
5200,5200,Yorba Linda,N,US,Orange,309,True,False,Undetermined,Other,AMQJXA005WDP,Church,92887-2717,Realm Connect,2021-07-29,,CA,Active,,0.0,< 1 Yr,5200,False,False,False,False,False,False,False,False,False,False,CA
5201,5201,Durham,200 <= CU,US,Durham,1015,True,False,Baptist - Missionary,Baptist,AMQJXA005WNA,Church,27703-4437,Realm Inform,2019-08-23,10.0,NC,Active,,1750.0,820 <= days < 1200,5201,True,False,False,False,False,False,True,False,False,False,NC
5202,5202,Algona,CU < 50,US,Kossuth,966,True,False,Baptist,Baptist,AMQJXA005WND,Church,50511-3055,Realm Connect,2019-10-11,7.0,IA,Active,,,820 <= days < 1200,5202,False,False,True,False,False,False,True,False,True,False,IA
5203,5203,Oshkosh,50 <= CU < 200,US,Winnebago,1382,True,False,United Church of Christ,United Church of Christ,AMQJXA005WPW,Church,54901-4854,Realm Connect,2018-08-21,8.0,WI,Active,,455.0,> 1200 days,5203,True,False,False,False,True,False,True,True,False,False,WI
5204,5204,Barron,CU < 50,US,Barron,938,True,False,Lutheran - ELCA,Lutheran,AMQJXA005WRW,Church,54812-1307,Realm Connect,2019-11-08,7.0,WI,Active,,0.0,820 <= days < 1200,5204,True,False,False,False,False,False,False,False,False,False,WI
5205,5205,Greenfield,CU < 50,US,Milwaukee,511,True,False,Methodist - UMC,Methodist,AMQJXA005WSZ,Church,53219-4519,Realm Connect,2021-01-08,4.0,WI,Active,,0.0,365 <= days < 650,5205,True,False,False,True,True,False,False,False,False,False,WI
5206,5206,Chetek,CU < 50,US,Barron,1024,True,False,Lutheran - ELCA,Lutheran,AMQJXA005WVV,Church,54728-9132,Realm Connect,2019-08-14,4.0,WI,Active,,0.0,820 <= days < 1200,5206,True,False,False,False,False,False,False,False,False,False,WI
5207,5207,Milwaukee,N,US,Milwaukee,1863,False,True,Lutheran - Wiscon. Synod-WELS,Lutheran,AMQJXA005WY2,Church,53209-5854,Realm Connect,2017-04-27,,WI,Not Using,Staff change,,> 1200 days,5207,False,False,False,False,False,False,False,False,False,False,WI
5208,5208,Madison,CU < 50,US,Dane,753,True,False,Methodist - UMC,Methodist,AMQJXA005X0E,Church,53705-5124,Realm Connect,2020-05-11,12.0,WI,Active,,0.0,Covid Purchase,5208,False,False,True,False,True,False,True,False,False,False,WI
5209,5209,Appleton,N,US,Outagamie,337,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA005X0F,Church,54911-5600,Realm Connect,2021-07-01,,WI,Active,,0.0,< 1 Yr,5209,False,False,True,False,False,False,False,False,False,False,WI
5210,5210,Merrill,CU < 50,US,Lincoln,1485,True,False,United Church of Christ,United Church of Christ,AMQJXA005X1N,Church,54452-2520,Realm Connect,2018-05-10,8.0,WI,Active,,0.0,> 1200 days,5210,True,False,False,False,True,False,True,False,False,False,WI
5211,5211,Oregon,CU < 50,US,Dane,1479,True,False,Lutheran - ELCA,Lutheran,AMQJXA005X2C,Church,53575-1222,Realm Connect,2018-05-16,8.0,WI,Active,,300.0,> 1200 days,5211,False,False,False,False,False,False,False,False,False,False,WI
5212,5212,New Glarus,CU < 50,US,Green,984,True,False,United Church of Christ,United Church of Christ,AMQJXA005X77,Church,53574-0097,Realm Inform,2019-09-23,3.0,WI,Active,,0.0,820 <= days < 1200,5212,False,False,False,False,True,False,True,False,False,False,WI
5213,5213,Osceola,N,US,Polk,1593,False,True,Lutheran - ELCA,Lutheran,AMQJXA005XCY,Church,54020-5421,Realm Inform,2018-01-22,,WI,Return,Not satisfied with software,0.0,> 1200 days,5213,False,False,False,False,False,False,False,False,False,False,WI
5214,5214,Pepin,CU < 50,US,Pepin,735,True,False,Lutheran - ELCA,Lutheran,AMQJXA005XE8,Church,54759-7717,Realm Connect,2020-05-29,7.0,WI,Active,,0.0,Covid Purchase,5214,True,False,False,False,False,False,True,False,False,False,WI
5215,5215,Waupaca,CU < 50,US,,809,True,False,Evangelical Free,Other,AMQJXA005XS5,Church,54981,Realm Connect,2020-03-16,7.0,WI,Active,,0.0,Covid Purchase,5215,True,True,False,True,False,False,True,False,False,False,WI
5216,5216,Pleasant Prairie,CU < 50,US,Kenosha,1187,True,False,Baptist - SBC,Baptist,AMQJXA005Y3Q,Church,53158-3619,Realm Connect,2019-03-04,4.0,WI,Active,,0.0,820 <= days < 1200,5216,False,True,False,False,False,False,True,False,False,False,WI
5217,5217,Madison,N,US,Dane,64,True,False,Lutheran - ELCA,Lutheran,AMQJXA005YEZ,Church,53716-1398,Realm Connect,2022-03-31,,WI,Active,,0.0,< 1 Yr,5217,False,False,False,False,False,False,False,False,False,False,WI
5218,5218,Platteville,CU < 50,US,Grant,1754,True,False,United Church of Christ,United Church of Christ,AMQJXA005YFS,Church,53818-2527,Realm Inform,2017-08-14,3.0,WI,Active,,0.0,> 1200 days,5218,False,False,False,False,True,False,True,False,False,False,WI
5219,5219,New Richmond,N,US,Saint Croix,198,True,False,Assembly of God,Assembly of God,AMQJXA005YJP,Church,54017-2503,Realm Connect,2021-11-17,,WI,Active,,0.0,< 1 Yr,5219,False,False,False,False,False,False,False,False,False,False,WI
5220,5220,River Falls,N,US,Pierce,1313,False,True,Pentecostal - UPCI,Pentecostal,AMQJXA005YJV,Church,54022-0023,Realm Connect,2018-10-29,,WI,Not Using,Not satisfied with software,0.0,> 1200 days,5220,False,False,False,False,False,False,False,False,False,False,WI
5221,5221,Manitowoc,CU < 50,US,Manitowoc,1380,True,False,United Church of Christ,United Church of Christ,AMQJXA005YMU,Church,54220-3036,Realm Inform,2018-08-23,4.0,WI,Active,,,> 1200 days,5221,False,False,False,False,True,False,False,False,False,False,WI
5222,5222,Black River Falls,N,US,Jackson,1690,False,True,Assembly of God,Assembly of God,AMQJXA005YU3,Church,54615-1061,Realm Inform,2017-10-17,,WI,Not Using,Staff change,55.0,> 1200 days,5222,False,False,False,False,False,False,False,False,False,False,WI
5223,5223,Grand Rapids,N,US,Kent,354,True,False,Lutheran - ELCA,Lutheran,AMQJXA005ZKZ,Church,49525-9635,Realm Connect,2021-06-14,,MI,Active,,0.0,< 1 Yr,5223,False,False,True,False,False,False,False,False,False,False,MI
5224,5224,Hamilton,N,US,Allegan,387,True,False,Christian Reformed,Presbyterian,AMQJXA005ZL2,Church,49419-9749,Realm Inform,2021-05-12,,MI,Active,,0.0,365 <= days < 650,5224,False,False,False,False,False,False,False,False,False,False,MI
5225,5225,Petoskey,CU < 50,US,Emmet,885,True,False,Methodist - UMC,Methodist,AMQJXA005ZLS,Church,49770-9686,Realm Connect,2019-12-31,4.0,MI,Active,,0.0,820 <= days < 1200,5225,False,False,False,False,False,False,True,False,False,False,MI
5226,5226,Paw Paw,N,US,Van Buren,261,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA005ZOI,Church,49079-1351,Realm Connect,2021-09-15,,MI,Active,,0.0,< 1 Yr,5226,False,False,False,False,False,False,False,False,False,False,MI
5227,5227,Grand Blanc,N,US,Genesee,101,True,False,Lutheran - ELCA,Lutheran,AMQJXA005ZP2,Church,48439-8961,Realm Connect,2022-02-22,,MI,Active,,0.0,< 1 Yr,5227,False,False,False,False,False,False,False,False,False,False,MI
5228,5228,Detroit,N,US,Wayne,1373,False,True,Methodist - UMC,Methodist,AMQJXA005ZQG,Church,48201-1721,Realm Connect,2018-08-30,,MI,Not Using,Didn't launch/low engagement,0.0,> 1200 days,5228,False,False,False,False,False,False,False,False,False,False,MI
5229,5229,Vassar,CU < 50,US,Tuscola,1584,True,False,Methodist - UMC,Methodist,AMQJXA005ZQV,Church,48768-1318,Realm Inform,2018-01-31,6.0,MI,Active,,0.0,> 1200 days,5229,True,False,False,False,True,False,True,False,False,False,MI
5230,5230,Detroit,CU < 50,US,Wayne,800,True,False,Lutheran - Missouri Synod,Lutheran,AMQJXA005ZW1,Church,48204-2684,Realm Connect,2020-03-25,3.0,MI,Active,,0.0,Covid Purchase,5230,True,False,False,False,False,False,True,False,False,False,MI
5231,5231,Caro,N,US,Tuscola,435,True,False,Lutheran - Missouri Synod,Lutheran,AMQJXA005ZWH,Church,48723-1729,Realm Inform,2021-03-25,,MI,Active,,0.0,365 <= days < 650,5231,False,False,False,False,False,False,False,False,False,False,MI
5232,5232,Fruitport,N,US,Muskegon,1646,False,True,Lutheran - ELCA,Lutheran,AMQJXA005ZYN,Church,49415-9607,Realm Inform,2017-11-30,,MI,Not Using,Couldn't afford/Rates too high,0.0,> 1200 days,5232,False,False,False,False,False,False,False,False,False,False,MI
5233,5233,Three Rivers,CU < 50,US,Saint Joseph,1192,True,False,Episcopal,Episcopal and Anglican,AMQJXA00606O,Church,49093-1422,Realm Inform,2019-02-27,4.0,MI,Active,,0.0,820 <= days < 1200,5233,False,False,False,False,False,False,False,False,False,False,MI
5234,5234,Grand Haven,50 <= CU < 200,US,Ottawa,1649,True,False,Episcopal,Episcopal and Anglican,AMQJXA0060TD,Church,49417-1455,Realm Connect,2017-11-27,5.0,MI,Active,,0.0,> 1200 days,5234,True,False,False,False,False,False,True,False,True,False,MI
5235,5235,Traverse City,CU < 50,US,Grand Traverse,725,True,False,Baptist - Independent,Baptist,AMQJXA0060V4,Church,49685-8847,Realm Connect,2020-06-08,14.0,MI,Active,,0.0,Covid Purchase,5235,False,False,True,False,False,False,True,False,False,False,MI
5236,5236,Wales,50 <= CU < 200,US,Saint Clair,1227,True,False,Non - Denominational,Non - Denominational,AMQJXA00615D,Church,48027-2600,Realm Connect,2019-01-23,2.0,MI,Active,,0.0,> 1200 days,5236,False,False,False,False,False,False,True,False,False,False,MI
5237,5237,Hamburg,CU < 50,US,Livingston,1527,True,False,Episcopal,Episcopal and Anglican,AMQJXA0061C3,Church,48139-0436,Realm Inform,2018-03-29,1.0,MI,Active,,0.0,> 1200 days,5237,True,False,False,False,False,False,False,False,False,False,MI
5238,5238,Detroit,CU < 50,US,Wayne,872,True,False,Non - Denominational,Non - Denominational,AMQJXA0061IB,Church,48204-2039,Realm Connect,2020-01-13,4.0,MI,Active,,0.0,820 <= days < 1200,5238,True,False,False,False,False,False,False,False,False,False,MI
5239,5239,Linden,N,US,Genesee,169,True,False,Baptist,Baptist,AMQJXA0061ZY,Church,48451-8915,Realm Connect,2021-12-16,,MI,Active,,0.0,< 1 Yr,5239,False,False,False,False,False,False,False,False,False,False,MI
5240,5240,Sanford,CU < 50,US,Midland,1508,True,False,Church of God Ministries(COGM),Church of God,AMQJXA0062AR,Church,48657-0197,Realm Inform,2018-04-17,6.0,MI,Active,,0.0,> 1200 days,5240,True,False,False,False,False,False,True,False,False,False,MI
5241,5241,Vassar,CU < 50,US,Tuscola,1672,True,False,Non - Denominational,Non - Denominational,AMQJXA0062EV,Church,48768-1208,Realm Connect,2017-11-04,3.0,MI,Active,,0.0,> 1200 days,5241,True,False,False,False,False,False,True,True,False,False,MI
5242,5242,Muskegon,N,US,Muskegon,1939,False,True,Other Denomination,Other,AMQJXA00639R,Church,49442-5019,Realm Connect,2017-02-10,,MI,Return,Not satisfied with software,300.0,> 1200 days,5242,False,False,False,False,False,False,False,False,False,False,MI
5243,5243,Addison,CU < 50,US,Lenawee,550,True,False,Congregational,Other,AMQJXA00644M,Church,49220-0330,Realm Inform,2020-11-30,2.0,MI,Active,,0.0,365 <= days < 650,5243,True,False,False,False,False,False,False,False,False,False,MI
5244,5244,Charlottesville,CU < 50,US,Charlottesville City,1689,True,False,Baptist - CBF,Baptist,AMQJXA0064AD,Church,22903-2893,Realm Connect,2017-10-18,10.0,VA,Active,,0.0,> 1200 days,5244,False,False,False,False,False,False,False,True,False,False,VA
5245,5245,Alexandria,CU < 50,US,Alexandria City,683,True,False,Methodist - UMC,Methodist,AMQJXA0064BC,Church,22311-1202,Realm Connect,2020-07-20,4.0,VA,Active,,0.0,Covid Purchase,5245,False,False,False,True,True,False,True,False,False,False,VA
5246,5246,Winchester,CU < 50,US,Winchester City,1072,True,False,Grace Brethren,Other,AMQJXA0064BJ,Church,22601-5601,Realm Connect,2019-06-27,4.0,VA,Active,,0.0,820 <= days < 1200,5246,True,False,False,False,False,False,True,False,False,False,VA
5247,5247,Midlothian,50 <= CU < 200,US,Chesterfield,1386,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0064CW,Church,23112-4916,Realm Connect,2018-08-17,16.0,VA,Active,,0.0,> 1200 days,5247,False,False,False,False,True,False,True,True,False,False,VA
5248,5248,Gloucester,N,US,Gloucester,150,True,False,Presbyterian - ECO,Presbyterian,AMQJXA0064DD,Church,23061-5167,Realm Connect,2022-01-04,,VA,Active,,0.0,< 1 Yr,5248,False,False,False,False,True,False,False,False,False,False,VA
5249,5249,Rocky Mount,N,US,Franklin,449,True,False,Baptist - SBC,Baptist,AMQJXA0064DI,Church,24151-1529,Realm Inform,2021-03-11,,VA,Active,,0.0,365 <= days < 650,5249,False,False,False,False,False,False,False,False,False,False,VA
5250,5250,Woodbridge,50 <= CU < 200,US,Prince William,1010,True,False,Lutheran - ELCA,Lutheran,AMQJXA0064J8,Church,22192-3378,Realm Connect,2019-08-28,11.0,VA,Active,,600.0,820 <= days < 1200,5250,False,False,False,False,False,False,True,False,False,False,VA
5251,5251,Alexandria,N,US,Fairfax,1067,False,True,Methodist - UMC,Methodist,AMQJXA0064LL,Church,22309-2812,Realm Connect,2019-07-02,,VA,Not Using,Product,400.0,820 <= days < 1200,5251,False,False,False,False,False,False,False,False,False,False,VA
5252,5252,Norfolk,CU < 50,US,Norfolk City,1638,True,False,Episcopal,Episcopal and Anglican,AMQJXA0064P0,Church,23502-5231,Realm Connect,2017-12-08,2.0,VA,Active,,0.0,> 1200 days,5252,True,False,False,False,False,False,False,False,False,False,VA
5253,5253,Charlottesville,50 <= CU < 200,US,Albemarle,1627,True,False,Lutheran - ELCA,Lutheran,AMQJXA0064RF,Church,22911-7483,Realm Connect,2017-12-19,8.0,VA,Active,,0.0,> 1200 days,5253,True,False,False,False,False,False,True,False,False,False,VA
5254,5254,Charlottesville,CU < 50,US,Charlottesville City,949,True,False,Lutheran - ELCA,Lutheran,AMQJXA0064TB,Church,22903-1702,Realm Connect,2019-10-28,2.0,VA,Active,,0.0,820 <= days < 1200,5254,False,False,False,False,False,False,False,False,False,False,VA
5255,5255,Alexandria,CU < 50,US,Fairfax,1347,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0064TH,Church,22310-1913,Realm Inform,2018-09-25,10.0,VA,Active,,0.0,> 1200 days,5255,True,False,False,False,False,False,False,False,False,False,VA
5256,5256,Ashburn,CU < 50,US,Loudoun,1628,False,True,Baptist - Independent,Baptist,AMQJXA0064UI,Church,20147-4506,Realm Inform,2017-12-18,4.0,VA,Not Using,Financial,0.0,> 1200 days,5256,True,False,False,True,False,False,True,False,False,False,VA
5257,5257,Norfolk,CU < 50,US,Norfolk City,1849,True,False,Baptist - Independent,Baptist,AMQJXA0064UZ,Church,23523-2103,Realm Inform,2017-05-11,4.0,VA,Active,,0.0,> 1200 days,5257,False,False,False,False,False,False,True,False,False,False,VA
5258,5258,Burke,CU < 50,US,Fairfax,1038,True,False,Lutheran - ELCA,Lutheran,AMQJXA0064WA,Church,22015-4016,Realm Connect,2019-07-31,7.0,VA,Active,,0.0,820 <= days < 1200,5258,True,False,False,True,True,False,True,False,False,False,VA
5259,5259,Powhatan,50 <= CU < 200,US,Powhatan,659,True,False,Baptist - SBC,Baptist,AMQJXA0064WV,Church,23139-7805,Realm Connect,2020-08-13,6.0,VA,Active,,0.0,Covid Purchase,5259,True,True,False,True,False,False,True,False,False,False,VA
5260,5260,Roanoke,CU < 50,US,Roanoke City,1570,True,False,Lutheran - ELCA,Lutheran,AMQJXA0064XT,Church,24016-4308,Realm Connect,2018-02-14,2.0,VA,Active,,0.0,> 1200 days,5260,True,False,False,False,False,False,False,False,False,False,VA
5261,5261,Alexandria,N,US,Fairfax,266,True,False,Presbyterian - EPC,Presbyterian,AMQJXA00651B,Church,22310-1768,Realm Connect,2021-09-10,,VA,Active,,0.0,< 1 Yr,5261,True,False,True,False,False,False,False,False,False,False,VA
5262,5262,Alexandria,N,US,Alexandria City,886,False,True,Baptist,Baptist,AMQJXA00651E,Church,22314-2403,Realm Connect,2019-12-30,,VA,Not Using,Service,0.0,820 <= days < 1200,5262,False,False,False,False,False,False,False,False,False,False,VA
5263,5263,Hampton,CU < 50,US,Hampton City,602,True,False,Baptist - Independent,Baptist,AMQJXA00656N,Church,23669-3233,Realm Connect,2020-10-09,4.0,VA,Active,,0.0,365 <= days < 650,5263,False,False,False,True,True,False,False,False,False,False,VA
5264,5264,Virginia Beach,50 <= CU < 200,US,Virginia Beach City,1500,True,False,Church of God Ministries(COGM),Church of God,AMQJXA0065BL,Church,23452-1905,Realm Connect,2018-04-25,6.0,VA,Active,,0.0,> 1200 days,5264,False,False,False,False,False,False,True,False,False,False,VA
5265,5265,Danville,N,US,Danville City,359,True,False,Baptist - SBC,Baptist,AMQJXA0065IP,Church,24540-5905,Realm Inform,2021-06-09,,VA,Active,,0.0,< 1 Yr,5265,True,False,False,False,False,False,False,False,False,False,VA
5266,5266,Aldie,CU < 50,US,Loudoun,1968,True,False,Methodist - UMC,Methodist,AMQJXA0065J0,Church,20105-0054,Realm Inform,2017-01-12,5.0,VA,Active,,50.0,> 1200 days,5266,False,False,False,False,True,False,True,False,False,False,VA
5267,5267,Hamilton,50 <= CU < 200,US,Loudoun,954,True,False,Methodist - UMC,Methodist,AMQJXA0065L5,Church,20158-9016,Realm Connect,2019-10-23,4.0,VA,Active,,0.0,820 <= days < 1200,5267,True,False,False,False,True,False,True,False,False,False,VA
5268,5268,Falls Church,50 <= CU < 200,US,Fairfax,1383,True,False,Orthodox,Catholic,AMQJXA0065NE,Church,22042-1625,Realm Connect,2018-08-20,12.0,VA,Active,,0.0,> 1200 days,5268,False,False,False,False,False,False,True,False,False,False,VA
5269,5269,Fredericksburg,CU < 50,US,Spotsylvania,1870,True,False,Baptist,Baptist,AMQJXA0065QV,Church,22408-8751,Realm Inform,2017-04-20,2.0,VA,Active,,0.0,> 1200 days,5269,True,False,False,False,False,False,True,False,False,False,VA
5270,5270,Partlow,CU < 50,US,Spotsylvania,1569,True,False,Baptist - SBC,Baptist,AMQJXA0065S1,Church,22534-0095,Realm Inform,2018-02-15,2.0,VA,Active,,0.0,> 1200 days,5270,False,False,False,False,False,False,False,False,False,False,VA
5271,5271,Charlottesville,50 <= CU < 200,US,Albemarle,641,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA006622,Church,22901-5300,Realm Connect,2020-08-31,13.0,VA,Active,,0.0,365 <= days < 650,5271,False,False,False,True,False,False,True,False,False,False,VA
5272,5272,Mechanicsville,CU < 50,US,Hanover,1053,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA006695,Church,23111-6039,Realm Inform,2019-07-16,2.0,VA,Active,,0.0,820 <= days < 1200,5272,True,False,False,False,False,False,False,False,False,False,VA
5273,5273,Toano,CU < 50,US,James City,1332,True,False,Episcopal,Episcopal and Anglican,AMQJXA0066BG,Church,23168-9206,Realm Inform,2018-10-10,7.0,VA,Active,,0.0,> 1200 days,5273,False,False,False,False,False,False,True,False,False,False,VA
5274,5274,Chesapeake,CU < 50,US,Chesapeake City,1940,True,False,Pentecostal,Pentecostal,AMQJXA0066GP,Church,23322-5616,Realm Connect,2017-02-09,9.0,VA,Active,,100.0,> 1200 days,5274,True,False,False,False,False,False,False,False,False,False,VA
5275,5275,Suffolk,CU < 50,US,Suffolk City,1911,True,False,United Church of Christ,United Church of Christ,AMQJXA0066IT,Church,23434-7853,Realm Inform,2017-03-10,1.0,VA,Active,,200.0,> 1200 days,5275,False,False,False,False,False,False,False,False,False,False,VA
5276,5276,Virginia Beach,CU < 50,US,Virginia Beach City,1285,True,False,Baptist,Baptist,AMQJXA0066K8,Church,23456-8047,Realm Connect,2018-11-26,2.0,VA,Active,,0.0,> 1200 days,5276,True,False,False,False,False,False,False,False,False,False,VA
5277,5277,Virginia Beach,CU < 50,US,Virginia Beach City,1029,True,False,Pentecostal,Pentecostal,AMQJXA0066KK,Church,23464-7906,Realm Inform,2019-08-09,3.0,VA,Active,,0.0,820 <= days < 1200,5277,False,False,False,False,False,False,True,False,False,False,VA
5278,5278,Norfolk,N,US,Norfolk City,316,True,False,Pentecostal - Indep Apostolic,Pentecostal,AMQJXA0066L4,Church,23502-3524,Realm Connect,2021-07-22,,VA,Active,,0.0,< 1 Yr,5278,False,False,False,False,False,False,False,False,False,False,VA
5279,5279,Norfolk,CU < 50,US,Norfolk City,1074,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0066NH,Church,23518-3934,Realm Inform,2019-06-25,5.0,VA,Active,,150.0,820 <= days < 1200,5279,False,False,False,False,False,False,True,False,False,False,VA
5280,5280,Clifton Forge,N,US,Alleghany,393,True,False,Baptist - Independent,Baptist,AMQJXA0067Q3,Church,24422-3213,Realm Connect,2021-05-06,,VA,Active,,0.0,365 <= days < 650,5280,False,False,False,False,False,False,False,False,False,False,VA
5281,5281,Weyers Cave,CU < 50,US,Augusta,1457,True,False,Methodist - UMC,Methodist,AMQJXA0067SX,Church,24486-2122,Realm Connect,2018-06-07,2.0,VA,Active,,0.0,> 1200 days,5281,True,False,False,False,True,False,False,False,False,False,VA
5282,5282,Madison Heights,N,US,Amherst,955,False,True,Presbyterian - EPC,Presbyterian,AMQJXA0067ZV,Church,24572-6110,Realm Inform,2019-10-22,,VA,Return,Couldn't afford/Rates too high,0.0,820 <= days < 1200,5282,False,False,False,False,False,False,False,False,False,False,VA
5283,5283,Columbia,CU < 50,US,Cumberland,1316,True,False,Methodist - UMC,Methodist,AMQJXA00685Q,Church,23038-2812,Realm Inform,2018-10-26,1.0,VA,Active,,0.0,> 1200 days,5283,False,False,False,False,True,False,False,False,False,False,VA
5284,5284,Chase City,N,US,Mecklenburg,100,True,False,Baptist - SBC,Baptist,AMQJXA0068B0,Church,23924-3330,Realm Inform,2022-02-23,,VA,Active,,0.0,< 1 Yr,5284,False,False,False,False,False,False,False,False,False,False,VA
5285,5285,Moneta,CU < 50,US,Franklin,967,True,False,Non - Denominational,Non - Denominational,AMQJXA0068B6,Church,24121-6340,Realm Connect,2019-10-10,1.0,VA,Active,,0.0,820 <= days < 1200,5285,True,False,False,False,False,False,False,False,False,False,VA
5286,5286,Chester Gap,CU < 50,US,Rappahannock,828,True,False,Baptist - SBC,Baptist,AMQJXA0068CP,Church,22623-2031,Realm Connect,2020-02-26,6.0,VA,Active,,0.0,820 <= days < 1200,5286,True,False,False,False,False,False,True,True,False,False,VA
5287,5287,Troutville,N,US,Botetourt,1760,False,True,Undetermined,Other,AMQJXA0068HI,Church,24175-7075,Realm Inform,2017-08-08,,VA,Not Using,Staff change,0.0,> 1200 days,5287,False,False,False,False,False,False,False,False,False,False,VA
5288,5288,Oak Lawn,CU < 50,US,Cook,567,True,False,Nazarene,Other,AMQJXA0068OO,Church,60453-1403,Realm Connect,2020-11-13,1.0,IL,Active,,0.0,365 <= days < 650,5288,False,False,False,True,False,False,False,False,False,False,IL
5289,5289,Oak Park,CU < 50,US,Cook,1570,True,False,Lutheran - ELCA,Lutheran,AMQJXA0068PN,Church,60302-1143,Realm Connect,2018-02-14,5.0,IL,Active,,160.0,> 1200 days,5289,False,False,False,False,False,False,True,False,False,False,IL
5290,5290,Oak Park,50 <= CU < 200,US,Cook,599,True,False,Presbyterian - PCUSA,Presbyterian,AMQJXA0068TQ,Church,60302-1545,Realm Connect,2020-10-12,10.0,IL,Active,,0.0,365 <= days < 650,5290,False,False,False,True,False,False,True,True,False,False,IL
